filename,chunk_id,text,embedding_index
picknpay-esg-report-spreads-2023.pdf,24,"we sold during October, towards breast prostheses for cancer survivors who can t afford them. The designs of our re-usable shopping bags create awareness and funding for local non-profit organisations as proceeds from these bag sales go to selected charities. Waste to resource: building garden beds with ecobricks Pick n Pay, in partnership with Waste-ED, has developed food gardens at two schools using eco-bricks donated by customers. These plastic bottles are densely packed with non-recyclables like used plastic to create re-usable building blocks. The project not only teaches learners and the community about building with eco-bricks, but also includes waste education, support and training in gardening. Eco-Bricks Food Garden at False Bay College www.pnp.co.za 18 About us Partnering to shift the food system Reducing environmental impacts ESG Performance Summary and Databook 2023 19 INVESTING IN OUR PEOPLE Our people are at the heart of what we do. In striving to be an employer of choice, our commitment to employees is that we provide good jobs, effective training and development initiatives, competitive pay, good working conditions and an opportunity to progress. Creating a caring and more inclusive and diverse workplace provides a critical foundation for promoting our desired organisational culture and achieving our Ekuseni objectives. Health, safety and well-being We are committed to keeping colleagues safe and helping them live a healthier and more sustainable lifestyle so they can be their best at work and home. Our approach has always been to raise awareness, inspire and motivate colleagues to look after their well-being. We recently consolidated our wellness interventions into one core programme that covers key areas: mental, physical and financial well-being, employee benefits including medical aid options, and support with navigating the digital space. The roll-out of the initiative has been supported through monthly campaigns focusing on each of the focus areas. Information on our various initiatives, application forms and assistance, is available through an online platform. We conduct health awareness campaigns which assist in encouraging employees to complete wellness screenings, including blood pressure, glucose, cholesterol, body mass index and HIV tests during the wellness days, which are held nationally across its business. Supporting the mental well-being of our people is a particular focus. We have a company-funded employee assistance programme to support individuals in identifying and managing challenges. Every month we have a mental wellness week in which we focus on a specific issue. We implement a hybrid working policy at Pick n Pay for office- based employees to help them optimise their time management. All employees receive health and safety training as part of their induction. Specific training is provided where required. We have a team of occupational health and safety (OHS) practitioners who co- ordinate our health and safety activities and provide health advice and referrals when needed. We conduct monthly internal OHS audits to ensure compliance with the OHS Act and identify and address areas for corrective action or improvement. We have established an operations centre that focuses on managing security-related risks. We strengthened security measures",300
picknpay-esg-report-spreads-2023.pdf,25,"and safety activities and provide health advice and referrals when needed. We conduct monthly internal OHS audits to ensure compliance with the OHS Act and identify and address areas for corrective action or improvement. We have established an operations centre that focuses on managing security-related risks. We strengthened security measures at our 12 highest risk Pick n Pay company-owned stores, including the addition of resistant and inter-locking doors. This has significantly reduced security-related incidents at Pick n Pay company-owned stores in FY23. Similarly, Boxer has a formal process where high-risk Boxer stores are identified and stringent measures are implemented to mitigate security-related risks. Code of Ethics Harassment policy Human rights policy Employment equity policy Supporting communities Investing in our people ESG sustainability databook Appendices Boxer maintains a continuous partnership with organisations dedicated to supporting communities in the field of health. Whether it involves upgrading paediatric wards or bringing smiles to children s faces, the commitment to assisting and aiding the vulnerable stands as a cornerstone of the Boxer Ubuntu Projects. In addition to the restoration of paediatric wards, Boxer collaborates with the Smile Foundation to bring back smiles to children throughout South Africa. Boxer partners with organisations to support the health and wellness of communities Highlights More than 4 000 new jobs created, largely through growth in Boxer and Clothing stores and online delivery services R8.3 billion total employee costs R102.1 million in training and education; 97% of training spend directed to previously disadvantaged employees More than doubled our offering of e-learning courses; 92 353 e-learning lessons completed compared to 39 426 in FY22 Providing employees with flexibility to access and complete courses that deliver relevant skills on demand R3.3 million in bursaries Challenges Load-shedding has caused disruption and challenges for all our employees Rising operational costs require an organisational restructuring process to realise efficiencies and improved productivity Retaining employees living with a disability requires additional focus from managers Job security South Africa s unemployment crisis has been exacerbated by retraction in the economy and the ongoing crisis in national electricity generation has had a profound impact on every part of society and the economy. Despite the depressed local environment, the Group was able to secure jobs in FY23. By increasing our footprint, including 58 new Clothing stores and 60 new Boxer stores, we created more than 4 000 new jobs. Going forward, we expect to increase employment opportunities through ongoing expansion in these areas of the business. The Group delivered a robust performance in FY23 in a very challenging operating environment. The prevailing issue has been the high frequency of electricity outages, causing unprecedented disruption in the retail sector and rising operational costs. The Group spent an incremental R522 million on diesel to run generators (R430 million net of electricity savings) to provide uninterrupted service for customers in our stores. Given the ongoing challenges we face, we need to ensure that we create a fit-for-purpose organisational structure to realise efficiencies and improved productivity. Pick n Pay company-owned operations commenced",301
picknpay-esg-report-spreads-2023.pdf,26,"million on diesel to run generators (R430 million net of electricity savings) to provide uninterrupted service for customers in our stores. Given the ongoing challenges we face, we need to ensure that we create a fit-for-purpose organisational structure to realise efficiencies and improved productivity. Pick n Pay company-owned operations commenced with modernising its junior store management structures in March 2023 to best support changing customer and operational needs. The Group anticipates that some roles are likely to be lost through a section 189 retrenchment process. However, the business is also creating a broadly equivalent number of new roles at a more junior level. This process is underway with good progress to date. Diversity, equity and inclusion We are building a diversity-conscious workforce and making sure that all employees feel like they belong. The Group s Code of Ethics and Values set out the behaviours we expect of all our colleagues and is supported by various anti-discrimination policies. We have a zero-tolerance approach to bullying, harassment, gender-based violence (GBV) and victimisation. We rolled out a Group-wide campaign to raise awareness and understanding among all employees about harassment and the Group s updated harassment policy through a combination of in-person, video and online training sessions. IT S JUST NOT THE PICK n PAY WAY ITSNEVEROK ZEROTOLERANCE REPORT IT. END IT. Free anonymous Ethics and Values Line 0800 772 759 We care for and respect each o t_her Health and safety21 About us Partnering to shift the food system Reducing environmental impacts Supporting communities Investing in our people ESG sustainability databook Appendices ESG Performance Summary and Databook 2023 www.pnp.co.za20 Advanced e-learning in Pick n Pay 10 courses with 87 lessons Udemy for Business 8 000 courses offered Additional trainee manager programme with 257 lessons E-learning courses completed in FY23 92 353 Pick n Pay has also rolled out access to our e-learning courses to our franchise stores in South Africa. Building on its internal content, Pick n Pay has introduced the Udemy for Business platform for skills development as a responsive and flexible way of providing a broad range of courses to employees in our corporate functions, as well as managers in company-owned store operations. Employees can access high-end courses that deliver relevant skills on demand and complete them when convenient. The Group invests in building a strong and diverse leadership team. As part of succession planning, we conduct talent mapping to identify and fill talent gaps in the organisation. We strive to train and develop skills and provide adequate support and mentoring to ensure progression and succession in the business is robust and effective. We have strengthened our change management capability and are reviewing our talent management programmes and performance management approach with the aim of enhancing their role in promoting delivery of our ambitious strategic objectives and performance targets. We completed a review of the effectiveness of the Long-Term Incentive (LTI) scheme in respect of retention and the incentivisation of performance. The LTI includes at least at two specific sustainability performance",302
picknpay-esg-report-spreads-2023.pdf,27,"with the aim of enhancing their role in promoting delivery of our ambitious strategic objectives and performance targets. We completed a review of the effectiveness of the Long-Term Incentive (LTI) scheme in respect of retention and the incentivisation of performance. The LTI includes at least at two specific sustainability performance indicators for each of our executives and head of departments. We are committed to fair and equitable remuneration practices across the Group, including a focus on improving income disparity at lower levels of management, and providing a fair wage for our employees. Guaranteed pay and variable benefits are benchmarked against industry norms. The provision of retirement and health care benefits is a key part of our employee value proposition. Talent management and development The Group has always supported colleagues of all ages with opportunities to gain new skills and knowledge and to develop themselves. Our investments in training strive to align meeting business needs with delivering on our diversity and transformation goals. We promote from within and seek the best talent available locally and, when necessary, globally. Programmes to ensure ongoing talent pipeline progress include our 12-month training and work experience programme for graduates, Chartered Accountant (SA) programme, retail business performance management programme for middle management, and learnership programmes. The Group invested R102 million in learning and skills development in FY23. HDSA employees accounted for 97% of those trained, of which 65% are women. Our innovative cloud-based Pick n Pay HR system Workday introduced last year is increasingly improving our capability and delivery through digitalisation. The platform keeps all our people data on one core system and empowers our employees and line managers to manage their working life better through self-service and personal development tools. Workday can be accessed through any browser or an app on a phone. Boxer uses Yobic in Boxer owned stores with similar functionality. We provide devices in most company-owned stores for people who do not have devices. Through Workday, Pick n Pay has doubled the number of e-learning courses offered to employees. The number of e-learning courses completed during FY23 more than doubled compared to the previous year. Focus areas have included multi-skilling employees in stores to be able to perform more diverse tasks, training frontline workers and our growing team of on-demand delivery (asap ) pickers, and providing training to support the delivery of our Ekuseni ambitions. Pick n Pay s redesigned trainee manager programme is delivered largely through Workday over a much shorter period of 18 to 30 months. Labour human capital A toll-free confidential reporting service operated by an independent whistleblowing service provider enables employees to raise concerns about potentially unethical, unlawful or unsafe conduct or practices that conflict with our Values and Code of Ethics. To foster our desired culture of values, we have started implementing a multi-year campaign to deepen awareness of the Group s values and ethics through behaviour-based initiatives. Supporting this drive and the delivery of our five-year employment equity (EE) plan in South Africa, which sets progressive",303
picknpay-esg-report-spreads-2023.pdf,28,"and Code of Ethics. To foster our desired culture of values, we have started implementing a multi-year campaign to deepen awareness of the Group s values and ethics through behaviour-based initiatives. Supporting this drive and the delivery of our five-year employment equity (EE) plan in South Africa, which sets progressive EE targets and commitments, we have developed a diversity and inclusion (D I) strategy which provides a roadmap to deliver on clear objectives. We take deliberate action to achieve employment equity and gender targets. EE headcounts form part of KPIs of all personnel who make decisions about hiring and promotions. Our progress in advancing retail-specific learnerships for our employees contributed to the Group s overall B-BBEE rating improving from Level 7 to 5. Women represent 64% of the workforce and 32% of top and senior management. More than 4 000 jobs created in Boxer, Clothing and Omnichannel growth engines. We provide opportunities for people living with disabilities (in most cases, a learning difficulty) through our retail operations learnership programme. At year-end Pick n Pay employed 617 and Boxer 252 people with disabilities, with 10 in managerial positions. To address the decline in representation from 896 to 869, we are engaging with our managers to help them better understand how to provide more individualised support to promote retention. Our permanent employee turnover rate of 19% is in line with the industry benchmark. Value chainwww.pnp.co.za 2322 About us Partnering to shift the food system Reducing environmental impacts Supporting communities Investing in our people ESG sustainability databook Appendices ESG Performance Summary and Databook 2023 ESG DATABOOK This section reviews the Group s response to sustainability ESG impacts, risks and opportunities against the disclosure guidance presented by the JSE Limited (JSE) in its Sustainability Disclosure Guidance published in June 2022. The Group s ESG disclosure adopts a double materiality approach in alignment with the JSE guidance. Accordingly, the tables that follow include topics material to our ability to create or protect enterprise value, as well as those that address our impact on society, the environment and the economy. SUSTAINABILITY GOVERNANCE Board oversight The Pick n Pay Stores Limited Board of Directors has ultimate oversight of sustainability and ESG-related issues pertinent to the business, including the process of integrating sustainability into our strategy, decision-making and governance practices. ESG issues present both increasing challenges and opportunities within the South African retail environment. Our response to these issues is informed by the Group s enduring family values, our Code of Ethics and our founding belief that companies have a significant role to play in addressing the social and environmental challenges of our time. The Board oversees the process of sustainability integration across the Group. We recognise that this is a complex and multi-faceted process, requiring a multi-horizon perspective. Our ESG framework guides Group-wide decision-making and action in this respect. The Social, Ethics and Transformation committee oversees the Group-wide process of sustainability ESG integration and plays an active role in monitoring the Group s activities and disclosure in",304
picknpay-esg-report-spreads-2023.pdf,29,"this is a complex and multi-faceted process, requiring a multi-horizon perspective. Our ESG framework guides Group-wide decision-making and action in this respect. The Social, Ethics and Transformation committee oversees the Group-wide process of sustainability ESG integration and plays an active role in monitoring the Group s activities and disclosure in terms of ESG-related legislation, regulations and codes of best practice. For further detail, please refer to the Social, Ethics and Transformation Committee (SETC) Report. Oversight Operational implementation Sustainability governance structure Environmental and social challenges impact virtually all aspects of our business from products and packaging to our growth opportunity in the value market to employees interest in our broader social purpose and contribution. Our sustainability governance structure is focused on progressing the integration of these considerations into decision-making and Group operations. Board accountability Pick n Pay Stores Limited Board of Directors (14 directors) Audit, Risk and Compliance Committee Social, Ethics and Transformation Committee Nominations and Corporate Governance Committee Remuneration Committee Executive leadership Executive committee Cross-functional leadership Executive sustainability steering committee Cross-functional working group and ad hoc steering committee Sustainability team Operational sustainability steering committee Our sustainability governance structure remains unchanged. However, the topic received significant focus during the year. We continue to engage The Ethics Institute of South Africa to assist us with governance training. Skills, competencies and access to diversity of views The Group s directors are diverse in terms of gender, race and professional backgrounds. They contribute different perspectives to enhance decision-making and improve our reflection on issues under consideration by the Board. Directors are well-placed to consider the significant range of sustainability issues pertinent to our operations and value chain, as well as to our growth ambitions in our respective retail markets. The ESG executive, Vaughan Pierce, has direct access to the Board, which enhances our ability to drive top-down integration. The sustainability team keeps the Social, Ethics and Transformation Committee (SETC) and the Board abreast of the latest developments. Where particular professional skill sets are required, we contract advisors and consultants accordingly. Remuneration Management reviews the performance of all employees each year. We are committed to fair and equitable remuneration practices across the Group, including a focus on improving income disparity at lower levels of management, and providing a fair wage for our employees. During this reporting year, we completed a review of the effectiveness of the LTI policy in respect of the objectives of Ekuseni. The new policy includes at least two specific sustainability performance indicators for each of our executives. Please refer to the Remuneration Report for further information. Policies, codes and guidance frameworks We continue to develop and refine policies that govern our approach to material ESG issues. These include policies for climate and energy, sustainable packaging, seafood, palm oil and recombinant Bovine Somatotropin (rBST), water and waste, and a broad range of employee and ethics-related policies. Our policies are available on our website at https: www.picknpayinvestor.co.za doing-good.php. Our ESG reporting and disclosures are informed by the Task Force on Climate-Related Financial Disclosures",305
picknpay-esg-report-spreads-2023.pdf,30,"and energy, sustainable packaging, seafood, palm oil and recombinant Bovine Somatotropin (rBST), water and waste, and a broad range of employee and ethics-related policies. Our policies are available on our website at https: www.picknpayinvestor.co.za doing-good.php. Our ESG reporting and disclosures are informed by the Task Force on Climate-Related Financial Disclosures (TCFD), the Global Reporting Initiative (GRI) Standards, and the Value Reporting Foundation s Sustainability Accounting Standards Board (SASB) Standards. We are tracking developments with respect to the International Sustainability Standards Board (ISSB) and are pleased to note increasing alignment emerging in ESG expectations, both globally and in relation to the Sustainability Disclosure Guidance published by the JSE in 2022. We believe our approach is well-placed to guide our sustainability disclosure efforts into the future. Further standards or guidance frameworks with which we align and that continue to inform our disclosure include: King IV Report on Corporate Governance Sustainable Development Goals (SDGs) United Nations Global Compact CDP Climate Change CDP Water ESG disclosure and communication We integrate ESG-related issues pertinent to the creation and protection of enterprise value in our Integrated Report. We continue to supplement our reporting suite with an ESG Data Book. We continue to enhance our disclosure capability and presently disclose against more than 1 300 ESG indicators across a range of ratings agencies and guidance document criteria with more than 210 reported on in our ESG Data Book. Specifically, we are working towards increased disclosure and transparency on: Climate-related risks and opportunities Labour and wage practices Human rights and fair trade across the supply chain The Group is one of the top 3 retailers in South Africa on the IRAS Sustainability ESG Data Transparency Index (SDTI). The Pick n Pay Group is assessed and scored against ESG indices, including the FTSE Russell, S P Dow Jones and MSCI. We have retained our listing on the FTSE JSE Responsible Investment Index Series and are presently listed on the FTSE4Good Emerging Index. Our ESG data management system is integral to our ability to meet the evolving disclosure expectations of our stakeholders. This year we have quantitatively reported against a more comprehensive set of performance indicators. We have developed high-level dashboards that align with the Ekuseni strategy. These are covered in detail in Metrics, Targets and Performance. The integrity of all reports remains the responsibility of the Group Board of Directors. All sustainability-related information is approved by the Board s Social, Ethics and Transformation Committee. Since 2022, our ESG Report has been subject to an internal and external assurance process. Accredited service providers have verified selected performance metrics contained in the report, as well as our carbon footprint and our B-BBEE rating. Refer to our combined assurance statement for further information.www.pnp.co.za 2524 About us Partnering to shift the food system Reducing environmental impacts Supporting communities Investing in our people ESG sustainability databook Appendices ESG Performance Summary and Databook 2023 SUSTAINABILITY STRATEGY The Group s ESG framework prioritises sustainability-related issues that impact our ability to create, protect or enable value across",306
picknpay-esg-report-spreads-2023.pdf,31,"information.www.pnp.co.za 2524 About us Partnering to shift the food system Reducing environmental impacts Supporting communities Investing in our people ESG sustainability databook Appendices ESG Performance Summary and Databook 2023 SUSTAINABILITY STRATEGY The Group s ESG framework prioritises sustainability-related issues that impact our ability to create, protect or enable value across a range of stakeholder groups. Sustainability-related impacts, risks and opportunities Our ESG framework is based on analysis of ESG impacts and dependencies critical to our business model. At a high level, these have remained consistent, although details and emphases shift in accordance with changing operational environments and stakeholder interests. Key ESG issues material to our business model include: Access to quality, nutritious food at affordable prices Carbon emissions (including carbon disclosure) Energy use (fuel and electricity) Waste, in particular plastic and food waste Water intensity Promoting products with sustainability attributes Supplier ESG practices and ethical sourcing Local suppliers Transformation Employee training and development Employee health and wellness ESG data and data accuracy Materiality determination Selected executives and senior managers engage in a facilitated materiality process to reflect on a broad range of issues that could significantly impact on the Group s ability to create and sustain value. This process allows us to sense-check the relevance of identified ESG issues, potential risks to enterprise value and our ability to turn these risks into opportunities for value creation. Our materiality review is primarily driven through the risk management process. It forms part of the Group s comprehensive, enterprise- wide risk management and combined assurance programme. Strategic framework The Group s ESG framework is informed by our key sustainability ESG issues. It plays an important role in informing decision-making in relation to current and emerging social and environmental challenges and opportunities. It also helps to align our efforts with national and global sustainable development goals. The following focus areas are addressed in the respective sections of this report. Key elements are summarised here. Our key goals and targets Increasing ESG integration across the Group s operations Our ESG focus areas align with the Ekuseni strategy, as discussed further below. This ensures that our commitment, disclosure and transparency on hard ESG targets are sustainable for the organisation while delivering measurable stakeholder value in line with the global UN Sustainable Development Goals (SDGs). Partnering to shift the food system Reducing environmental impact Supporting communities Investing in our people Partnering to shift the food system Food is a fundamental need and South Africa s food system remains under strain, primarily impacting poorer households. By trading under three main customer-facing banners, our Ekuseni strategy has made it possible to deliver on specific customer ESG interests and needs. These include lower pricing on essentials (typically at Boxer and QualiSave stores) and a greater range of sustainability attributes (typically at Pick n Pay stores). Affordability is further enhanced by our Smart Shopper loyalty card, which continues to grow from 9.5 million in FY22 to 11 million active members in FY23. Spearheading our exploration of sustainable product innovation, the Pick",307
picknpay-esg-report-spreads-2023.pdf,32,"QualiSave stores) and a greater range of sustainability attributes (typically at Pick n Pay stores). Affordability is further enhanced by our Smart Shopper loyalty card, which continues to grow from 9.5 million in FY22 to 11 million active members in FY23. Spearheading our exploration of sustainable product innovation, the Pick n Pay Live Well range offers a green range for consumers who seek explicitly sustainable attributes. We remained focused on local procurement and are extending sound ESG practices across our supply chain. Our inclusive supply chain supports hundreds of emerging entrepreneurs and ensures that our supporting ecosystem is more resilient. By continuing to reduce food waste, we improve our productivity and assist in the fight against hunger through our partnership with FoodForward SA. Reducing our environmental impact We continue to invest in energy efficiency and the expansion of renewable energy. This commitment further supports route-planning optimisation and the reduction of product waste at our distribution centres and stores. It also drives packaging innovations in support of the SA Plastics Pact drive for reusable, recyclable or compostable plastic packaging. As awareness of environmental issues grows, environmental commitment and performance are integral to our brand equity. Evidence of our commitment and progress is now facilitating our ability to access finance that is increasingly tied to sustainability provisions. Supporting communities We are committed to an inclusive and transformed organisation, and to ensuring that all our employees are healthy and well-trained. Our focus is on providing good jobs and working conditions, effective training, competitive remuneration and opportunity to progress. Diversity, equity and inclusion are critical to effective decision- making, and we continue to make good progress on our broad- based black economic empowerment commitments. Stakeholder engagement and outreach is becoming increasingly important, given the systemic nature of many sustainability challenges and the need to work with our retail peers in advocating for positive change. Investing in our people Our people are at the heart of what we do. In striving to be an employer of choice, our commitment to employees is that we provide good jobs, effective training and development initiatives, competitive pay, good working conditions and an opportunity to progress. We created more than 4 000 jobs in Boxer, Clothing and Omnichannel and implemented a multi-skilling agreement essential to deliver higher store productivity and customer service. Our junior Store Management Modernisation will deliver greater efficiency and clarity and the Pick n Pay Voluntary Severance Programme (VSP) will enable us to accelerate savings while giving colleagues choice on participation. We seek to ensure that the composition of our employee base at all levels accurately reflects wider society. We use our skills base and diversity as an advantage in building an engaged, innovative and successful business. Collaborating for a nature positive food system For well over a decade, WWF South Africa and Pick n Pay have collaborated in various forms. This began in 2006 and was formalised in 2010 as a partnership to support WWF s then Sustainable Fisheries (now Marine) Programme. The Marine Programme",308
picknpay-esg-report-spreads-2023.pdf,33,"business. Collaborating for a nature positive food system For well over a decade, WWF South Africa and Pick n Pay have collaborated in various forms. This began in 2006 and was formalised in 2010 as a partnership to support WWF s then Sustainable Fisheries (now Marine) Programme. The Marine Programme aims to restore at least half of the country s over-exploited fish stocks to sustainably managed levels, while maintaining or improving the state of other commercially important stocks. This is done by applying an Ecosystem Approach to Fisheries (EAF) and reducing the impacts of destructive fishing practices to acceptable levels. In 2011, Pick n Pay announced a commitment to transform its entire fresh, frozen and canned seafood operations to meet strict sustainability standards. The commitment was the first of its kind in Africa. In 2023, WWF and Pick n Pay are continuing their marine work together. This includes not only supporting fisheries improvement projects that assist the continued development of the South African seafood sector, but also expanding the work to cover some key issues across the food system. In particular, the partnership will focus on helping Pick n Pay suppliers to better understand water risk, improve measurement of food loss waste and identify hotspots, and support suppliers in their own carbon emission reduction journeys. This will also form part of Pick n Pay s Scope 3 target setting process in terms of the Science-Based Targets Initiative (SBTI). The partnership will also aim to build awareness and understanding of key sustainability issues among Pick n Pay staff and customers, and engage with the Pick n Pay School Club. www.pnp.co.za 2726 About us Partnering to shift the food system Reducing environmental impacts Supporting communities Investing in our people ESG sustainability databook Appendices ESG Performance Summary and Databook 2023 Integration into business strategy and planning Our strategic plan, Ekuseni, was launched in May 2022. Ekuseni s overall goal is to serve more customers better and create more jobs, while reducing our negative impact on the environment. Each element of Ekuseni opens opportunity for greater ESG integration and greater potential for positive ESG impact at scale: Building on our core strengths, the strategy focuses on: 1. Refined and strengthened Pick n Pay customer value proposition 2. Accelerating the growth of Boxer 3. Building a market leading online offer 4. Funding our ambition through Project Future 5. Delivery through our people ESG integration into our business strategy is covered in our Chief Executive Officer s statement and summarised here. 1. A Refined and Strengthened Customer Value Proposition (CVP) for Pick n Pay In the face of increasing social and environmental pressures, ESG integration is key to our refined and strengthened value proposition. Key areas of integration addressed by our teams include: Decoupling of our customer-facing brands into three banners, has enabled us to simultaneously increase affordability and introduce new sustainable product attributes Relentless focus on cost reduction, allowing us to maintain affordability of staples in the face of a highly volatile commodity market By",309
picknpay-esg-report-spreads-2023.pdf,34,"of integration addressed by our teams include: Decoupling of our customer-facing brands into three banners, has enabled us to simultaneously increase affordability and introduce new sustainable product attributes Relentless focus on cost reduction, allowing us to maintain affordability of staples in the face of a highly volatile commodity market By reducing our environmental impact, we enhance efficient cash and capital management and operational excellence Firm environmental targets driving further savings through energy conservation, expansion of renewable energy and waste reduction 2. Accelerating Boxer Growth Targeting the lower LSM market, Boxer is the leading limited-range discounter in Africa. Accelerating growth recognises the opportunity in underserved markets, and key areas of integration include: More affordable, quality nutrition Increased job opportunities The ability to address complex challenges such as the need to meet higher ESG standards while simultaneously increasing affordability and inclusion 3. Building a Market Leading Online Offer Digital technology allows us to scale positive social and environmental impacts through multiple stakeholder networks. Key areas of integration include: An on-demand food grocery offering, with engagements underway to transition to e-bikes in the near future Improved inventory and returns management (waste reduction) Streamlined engagement and feedback channels (customer insights) Effective tracking of ESG impacts (data management) 4. Funding our Ambition through Project Future Given the increasing ESG focus of the investment community and financial services sector, positive ESG performance is opening access to preferential terms and lines of funding. Key areas of integration include: Our modernisation and efficiency plan, which has incorporated energy, water and waste reductions A shift to science-based targets for greenhouse gas emissions and our commitment to disclose in terms of the Task Force on Climate-Related Financial Disclosures Our new lines and long-term borrowings include ESG targets for lower funding rates 5. Delivery through People We are building a future-fit, high-performance team. By making management teams more diverse, we access critical business intelligence and networks informed by diverse experiences and backgrounds. Key areas of ESG integration include: Job opportunities and talent retention Diversity, equity and inclusion (DEI) Skills development and learning Effective hybrid working We are committed to further pursue and scale positive sustainability impact through our core business and include data on all the above elements in the ESG Sustainability Databook. Stakeholder value creation erosion Potential trade-offs Use of diesel (to counter load-shedding) vs carbon footprint requires that we accelerate our transition to renewables Just in time to just in case (recognising supply chain disruption) requires increasing agility of procurement teams and optimised stock management Building a future-fit, high performing team and extending employment opportunities vs Voluntary Severance Programme in the light of increased pressure and operational constraints Access in township areas vs safety and civil disruption requires awareness on the ground and ability to respond quickly to signals Using local vs lower cost overseas requires long-term investment in local capabilities, particularly relevant in clothing Personalisation vs keeping costs low requires digitalisation Local suppliers vs high standards of ESG requires supply chain support and tracking Packaging cost reductions vs",310
picknpay-esg-report-spreads-2023.pdf,35,"on the ground and ability to respond quickly to signals Using local vs lower cost overseas requires long-term investment in local capabilities, particularly relevant in clothing Personalisation vs keeping costs low requires digitalisation Local suppliers vs high standards of ESG requires supply chain support and tracking Packaging cost reductions vs commitment to reusable recyclable compostable content requires packaging innovation (e.g. moving back to plastic as a result of customer feedback and cost) Speed to market vs route and load optimisation requires smart logistics 202320222021 70% Employees 12% Providers of capital 4% Government 14% Retained for growth 202320222021 202320222021 Retained for growth (Rm) Employees (Rm) Government (Rm) Providers of capital (Rm) R11.9 billion Value for stakeholders 1 554.3 1 172.3 1 536.3 1 403.0 202320222021 497.2 587.7 497.0 7 959.0 7 836.3 8 347.9 1 577.3 1 601.0 The year-on-year fluctuations in the value distributed to stakeholders over the past three years reflect the financial impact of significant trade disruption over the period, including the Covid-19 pandemic (FY21), civil unrest (FY22) and more recently, elevated levels of load-shedding (FY23). Please refer to the CFO s report on page 68 of the IAR for each period for further information.www.pnp.co.za 2928 About us Partnering to shift the food system Reducing environmental impacts Supporting communities Investing in our people ESG sustainability databook Appendices ESG Performance Summary and Databook 2023 MANAGEMENT APPROACH The Group recognises the interconnectedness of ESG issues and the need to integrate such considerations into the full spectrum of our management processes. We are informed by longer-term considerations, helping to orient our management practices to sustainable growth. Integration into risk management The Group s risk management process addresses all risks to the business, including ESG-related risks. Our ESG risks are focused in three areas: Climate risk is a pervasive and highly-interconnected risk, with extreme weather events posing a risk to our accessibility, store network and vehicle fleets. Given the strong investor focus on climate risk, our response to these risks may also impact our cost of capital going forward. We have a large supply chain and depend on many companies commitment to ethical and sustainable practices. In support of our strong commitment to local suppliers, it is imperative that we build on current efforts to promote, track and support ethical and sustainable practices across our supplier network. We operate a large, highly distributed store network. Given that our stores must remain accessible to all our customers, civil unrest remains a key risk, both before and after mitigation. Given South Africa s current challenges and a strong investor focus on anti-corruption, ethics is an important cross-cutting element of our risk culture. Refer to the Risk Management report in the IAR for further information. Integration into planning and decision-making The Pick n Pay Group is committed to ESG integration into planning and decision-making across all its operations. Informed by an analysis of material sustainability issues, our ESG Framework provides direction and guidance and is taken into consideration during our strategy sessions, business planning cycles",311
picknpay-esg-report-spreads-2023.pdf,36,"Integration into planning and decision-making The Pick n Pay Group is committed to ESG integration into planning and decision-making across all its operations. Informed by an analysis of material sustainability issues, our ESG Framework provides direction and guidance and is taken into consideration during our strategy sessions, business planning cycles and relevant day-to-day decisions. Performance indicators for each focus area highlight initiatives already underway, helping decision-makers to align available skills and capabilities and draw on internal experience. We are developing targets that provide clarity on our strategic ambitions in relation to each of the focus areas. These are presented in the Metrics, Targets and Performance section below. Integration into innovation Sustainability thinking is becoming a part of our culture and will increasingly inform the innovative efforts of our teams. We believe everyone can make a contribution, no matter how small. Key innovation areas informed by our sustainability commitments include: Affordability New products (including sustainable product ranges such as Live Well) Packaging reduction Process improvements (including operational and logistics efficiencies) Supply chain development (including local, SMME and ESG support) Integration into management systems Sustainability is a cross-cutting function. To achieve the transition we seek, we are reviewing existing management systems for integration opportunities and using digital platforms to enhance inter-operability. This supports our alignment with best practice and will increase our resilience into the future. Our key sustainability-related management systems include: Risk management (see above) Safety, Health and Environment (SHE) management Quality management Data management Disclosure management Integration into opportunity identification and capture Our strategic focus on partnering to shift the food system requires a keen awareness of South African social dynamics and trends. Integration into opportunity identification and capture includes: Affordable essentials in underserved markets (Boxer and QualiSave) Expansion of sustainability-related product ranges (Live Well) A steadfast reduction in food waste Advocacy opportunities, including the instrumental role we played in the Retail CEO letter to President Ramaphosa on the energy crisis While the Group has limited opportunity to address national energy and climate challenge at scale, our commitment to reducing environmental impacts continues to open opportunities for: Electricity conservation at stores and distribution centres Renewable energy installation Improved efficiencies in our distribution operations Investing in people and communities enhances the social ecosystems that underpin our success. Our large supply chain presents a significant opportunity for: Local supply chain support (85% of Pick n Pay private label products locally sourced) Small, medium and micro enterprise support Scaling positive ESG practices through our supplier network CSI efforts continue to support our strategic focus areas, at times piloting scalable interventions. Our Feed the Nation food drive, food gardens, and partnership with FoodForward SA supports our commitment on partnering to shift the food system Our Pick n Pay and Boxer School Club environmental and recycling drives, as well as the social media platform, expands our environmental efforts to communities across South Africa Please refer to our ESG Sustainability Databook for detailed information on how we are responding to these opportunities. METRICS, TARGETS AND PERFORMANCE",312
